   3.317565435645E+001   1.187535105969E+003                   NaN   3.672738759265E+001  -9.814545159969E+000
   3.431600793685E+001   1.273133268527E+003                   NaN   3.777298749608E+001  -1.052066738521E+001
   3.219643353636E+001   1.117417970734E+003                   NaN   3.583832234606E+001  -9.236101119146E+000
   3.495920888763E+001   1.320119304642E+003                   NaN   3.835497127117E+001  -1.090834393327E+001
   3.181195402615E+001   1.094160469519E+003   2.667312020617E-004   3.550796431153E+001  -9.044119177968E+000
   3.504581865442E+001   1.322009523496E+003                   NaN   3.841699925871E+001  -1.092411908957E+001
   3.195818745242E+001   1.110073564379E+003                   NaN   3.566852454393E+001  -9.175164225016E+000
   3.471276878291E+001   1.292588428265E+003                   NaN   3.809692193591E+001  -1.068165778102E+001
   3.245437293077E+001   1.148441755669E+003                   NaN   3.613381592090E+001  -9.491433601952E+000
   3.414891319726E+001   1.249720797336E+003                   NaN   3.757829035301E+001  -1.032825325525E+001
